,Unnamed: 0,clicks,description,id,image,link,preferences,price,rating,score,title,Creation Date,Modified Date,Slug,Creator,unique id,parsed_preferences,list_preferences,list_gender,list_age_category,list_interest,list_occasion,list_relationship,list_style,all_unique_id
259,259,,allnew blink outdoor camera surveillance mount 3 pack weatherproof protective housing and 360 degree adjustable mount with sync module 2 mount blink camera are not included about this item upgraded for betterno influence to night vision with the buckle button on cover your blink outdoor camera wont fall down and there is no need to use screws while putting your camera into or out of the case unlike other blink camera covers it wont rust and is more convenient to install blink camera and module are not included 360  rotation adjustmentthis blink outdoor camera mount supports 360rotating and 90 tilt adjustment stable and durable can be adjusted to whatever angles you like ensure your household safety viewing angle without blind spot left exclusive designwith a custom designed groove under the blink outdoor camera cover it wont influence the 2way audio and you can plug the usb cable as usual which can meet your needs for both using batteries and charging cableonly compatible with blink outdoor camera premium materialmade of high grade plastic the blink cover is full coverage for your blink outdoor home security camera system protect your camera from all kinds of potential damages as rainwindsun with the compact outlet mount blink sync module 2 will be more neat and clean it is only suitable for blink outdoor camera not compatible with blink xt xt2 camera whats in the packageeach pack comes with 3 plastic weatherproof housings 3 blink camera mounts 1 outlet mount for blink sync module 2 necessary screws and anchors the camera and module are not included,651dc654bb9074351ae8efa9,https://m.media-amazon.com/images/I/61B9sMtADML._AC_SY355_.jpg,https://www.amazon.com/Bracket-Weatherproof-Protective-Adjustable-Security/dp/B081RNDJY7/?_encoding=UTF8&pd_rd_w=DPzhN&content-id=amzn1.sym.952cfb50-b01e-485f-be6e-00434541418b%3Aamzn1.symc.e5c80209-769f-4ade-a325-2eaec14b8e0e&pf_rd_p=952cfb50-b01e-485f-be6e-00434541418b&pf_rd_r=TM2FHPAGME1KSVTHQRNB&pd_rd_wg=bBYc0&pd_rd_r=13bb0068-6f87-43c5-bb85-e3fc8c4ef859&ref_=pd_gw_ci_mcx_mr_hp_atf_m,"Male , Female , Young Adult , Adult , Tech and Gadgets , Home and Decor , Outdoor and Nature , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",19.99,4.4,,"All-New Blink Outdoor Camera Surveillance Mount, 3 Pack Weatherproof Protective Housing and 360 Degree Adjustable Mount with Sync Module 2 Mount (Blink Camera are Not Included)","Oct 5, 2023 1:46 am","Oct 5, 2023 1:46 am",,test@correo.com,1696450566712x187667101097394180,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'home and decor', 'outdoor and nature'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'home and decor', 'outdoor and nature', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'home and decor', 'outdoor and nature']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],['practical'],1696450566712x187667101097394180
260,260,,"Broan-NuTone 413001 Non-Ducted Ductless Range Hood with Lights Exhaust Fan for Under Cabinet, 30-Inch, White",6511e39e8cccaa1964a0791e,"https://images-na.ssl-images-amazon.com/images/I/61k1xPKvtyL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Broan-413001-Capable-Non-Ducted-Under-Cabinet/dp/B0002YTLZY/ref=zg_bs_g_appliances_sccl_15/132-6973416-4920936?psc=1,"Male , Female , Adult , Home and Decor , Practical , Comfortable Yet Stylish , Birthdays , Anniversaries , Holidays , Thank You Gifts",69.83,4.6,,"Broan-NuTone 413001 Non-Ducted Ductless Range Hood with Lights Exhaust Fan for Under Cabinet, 30-Inch, White","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474672437x972109827251508100,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['male', 'female', 'adult', 'home and decor', 'practical', 'comfortable yet stylish', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']","['male', 'female']",['25 - 45'],['home and decor'],"['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1696474672437x972109827251508100
261,261,,"Pampers Swaddlers Diapers Size 4, 150 count - Disposable Diapers",6511e39e8cccaa1964a079b0,"https://images-na.ssl-images-amazon.com/images/I/61SP6lMLNSL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Pampers-Swaddlers-Disposable-Diapers-SUPPLY/dp/B07DC8BR3B/ref=zg_bs_g_baby-products_sccl_1/132-6973416-4920936?psc=1,"Female , Young Adult , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Newborns , Thank You Gifts",55.94,4.8,,"Pampers Swaddlers Diapers Size 4, 150 count - Disposable Diapers","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474673451x284908406278138620,"{'gender': ['female'], 'age_category': ['18 - 25', 'under 3'], 'interest': [], 'occasion': ['birthdays', 'holidays', 'newborns', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'young adult', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'newborns', 'thank you gifts']",['female'],"['18 - 25', 'under 3']",[],"['birthdays', 'holidays', 'newborns', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474673451x284908406278138620
262,262,,"Huggies Little Movers Baby Diapers, Size 5 (27+ lbs), 120 Ct",6511e39e8cccaa1964a079be,"https://images-na.ssl-images-amazon.com/images/I/81vHh-uojDL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Baby-Diapers-Huggies-Little-Movers/dp/B08QR8X2N5/ref=zg_bs_g_baby-products_sccl_8/132-6973416-4920936?psc=1,"Female , Young Adult , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",52.58,4.8,,"Huggies Little Movers Baby Diapers, Size 5 (27+ lbs), 120 Ct","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474674425x568997434092154900,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': [], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'young adult', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['18 - 25'],[],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474674425x568997434092154900
263,263,,"Pampers Cruisers 360 Diapers Size 5, 128 count - Disposable Diapers",6511e39e8cccaa1964a079c6,"https://images-na.ssl-images-amazon.com/images/I/61CL-ANT0rL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Pampers-Cruisers-Disposable-Waistband-Packaging/dp/B08PX2V7PG/ref=zg_bs_g_baby-products_sccl_12/132-6973416-4920936?psc=1,"Female , Young Adult , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Appreciation , Get Well Soon , Thank You Gifts",55.94,4.8,,"Pampers Cruisers 360 Diapers Size 5, 128 count - Disposable Diapers","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474676446x513714117324196350,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': [], 'occasion': ['birthdays', 'holidays', 'appreciation', 'get well soon', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'young adult', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",['female'],['18 - 25'],[],"['birthdays', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474676446x513714117324196350
264,264,,"Huggies Overnites Nighttime Baby Diapers, Size 6 (35+ lbs), 84 Ct",6511e39e8cccaa1964a079ce,"https://images-na.ssl-images-amazon.com/images/I/81AWCND80LL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Nighttime-Baby-Diapers-Huggies-Overnites/dp/B08SW9LVZD/ref=zg_bs_g_baby-products_sccl_16/132-6973416-4920936?psc=1,"Female , Young Adult , Comfortable Yet Stylish , Practical , Home and Decor , Birthdays , Holidays , Appreciation , Thank You Gifts",50.74,4.8,,"Huggies Overnites Nighttime Baby Diapers, Size 6 (35+ lbs), 84 Ct","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474678657x711786333788958500,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'young adult', 'comfortable yet stylish', 'practical', 'home and decor', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['18 - 25'],['home and decor'],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474678657x711786333788958500
265,265,,"Huggies Snug & Dry Baby Diapers, Size 4, 180 Ct, One Month Supply",6511e39e8cccaa1964a079d6,"https://images-na.ssl-images-amazon.com/images/I/71+PpDX96LL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Huggies-Snug-Diapers-Month-Supply/dp/B0839B4TQF/ref=zg_bs_g_baby-products_sccl_21/132-6973416-4920936?psc=1,"Female , Male , Young Adult , Comfortable Yet Stylish , Practical , Home and Decor , Birthdays , Holidays , Appreciation , Thank You Gifts",50.99,4.7,,"Huggies Snug & Dry Baby Diapers, Size 4, 180 Ct, One Month Supply","Oct 5, 2023 8:27 am","Oct 5, 2023 8:27 am",,arunlal1008@gmail.com,1696474679465x514839713381415100,"{'gender': ['female', 'male'], 'age_category': ['18 - 25'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'male', 'young adult', 'comfortable yet stylish', 'practical', 'home and decor', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['female', 'male']",['18 - 25'],['home and decor'],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474679465x514839713381415100
266,266,1.0,Apple AirTag 4 Pack,6511e39e8cccaa1964a07b8c,"https://images-na.ssl-images-amazon.com/images/I/71gY9E+cTaS._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Apple-MX542AM-A-AirTag-Pack/dp/B0932QJ2JZ/ref=zg_bs_g_electronics_sccl_2/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Fashion and Accessories , Practical , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",70.3,4.8,,Apple AirTag 4 Pack,"Oct 5, 2023 8:28 am","Jan 8, 2024 11:43 am",,arunlal1008@gmail.com,1696474687570x999695260058153500,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'fashion and accessories'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'fashion and accessories', 'practical', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'fashion and accessories']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],['practical'],1696474687570x999695260058153500
267,267,,Back to life: The complete healthy back system DVD - 3 phase workout program,6511e39e8cccaa1964a07bc4,"https://images-na.ssl-images-amazon.com/images/I/71H38UcZn0L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Back-life-complete-healthy-workout/dp/B07QPQ4NY5/ref=zg_bs_g_entertainment-collectibles_sccl_1/132-6973416-4920936?psc=1,"Female , Adult , Fitness and Wellness , Practical , Comfortable Yet Stylish , Birthdays , Anniversaries , Holidays , Get Well Soon , Thank You Gifts",54.0,3.8,,Back to life: The complete healthy back system DVD - 3 phase workout program,"Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474689552x596586468642527500,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['fitness and wellness'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['female', 'adult', 'fitness and wellness', 'practical', 'comfortable yet stylish', 'birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts']",['female'],['25 - 45'],['fitness and wellness'],"['birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1696474689552x596586468642527500
268,268,,Amazon.com Gift Card in a Birthday Pop-Up Box,6511e39e8cccaa1964a07be6,"https://images-na.ssl-images-amazon.com/images/I/71VoEvoetOL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Amazon-com-Gift-Card-Birthday-Pop-Up/dp/B06ZY43PDR/ref=zg_bs_g_gift-cards_sccl_5/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Newborns , Child , Teenager , Young Adult , Adult , Elder , Birthdays , Holidays , Graduations , Thank You Gifts",50.0,4.9,,Amazon.com Gift Card in a Birthday Pop-Up Box,"Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474690512x712111021929019000,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', 'under 3', 'under 12', '12 - 18', '18 - 25', '25 - 45', '45 - 65'], 'interest': [], 'occasion': ['newborns', 'birthdays', 'holidays', 'graduations', 'thank you gifts'], 'relationship': ['child'], 'style': []}","['male', 'female', 'young adult', 'newborns', 'child', 'teenager', 'young adult', 'adult', 'elder', 'birthdays', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', 'under 3', 'under 12', '12 - 18', '18 - 25', '25 - 45', '45 - 65']",[],"['newborns', 'birthdays', 'holidays', 'graduations', 'thank you gifts']",['child'],[],1696474690512x712111021929019000
269,269,,"Charmin Ultra Gentle Toilet Paper, 36 Mega Rolls = 144 Regular Rolls",6511e39e8cccaa1964a07cae,"https://images-na.ssl-images-amazon.com/images/I/711TXB+RHIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Charmin-Ultra-Gentle-Toilet-Paper/dp/B00DOSAMVW/ref=zg_bs_g_home-garden_sccl_6/132-6973416-4920936?psc=1,"Female , Adult , Comfortable Yet Stylish , Practical , Home and Decor , Beauty and Self-Care , Birthdays , Anniversaries , Holidays , Appreciation , Get Well Soon , Thank You Gifts",53.94,4.8,,"Charmin Ultra Gentle Toilet Paper, 36 Mega Rolls = 144 Regular Rolls","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474691427x321573053330085400,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['home and decor', 'beauty and self-care'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'adult', 'comfortable yet stylish', 'practical', 'home and decor', 'beauty and self-care', 'birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",['female'],['25 - 45'],"['home and decor', 'beauty and self-care']","['birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474691427x321573053330085400
270,270,,"Beckham Hotel Collection Bed Pillows Standard / Queen Size Set of 2 - Down Alternative Bedding Gel Cooling Pillow for Back, Stomach or Side Sleepers",6511e39e8cccaa1964a07cbc,"https://images-na.ssl-images-amazon.com/images/I/61mdPtC0iIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Pillows-for-Sleeping-2-Pack/dp/B01LYNW421/ref=zg_bs_g_home-garden_sccl_13/132-6973416-4920936?psc=1,"Female , Male , Adult , Home and Decor , Comfortable Yet Stylish , Practical , Birthdays , Anniversaries , Holidays , Housewarmings , Thank You Gifts",58.47,4.4,,"Beckham Hotel Collection Bed Pillows Standard / Queen Size Set of 2 - Down Alternative Bedding Gel Cooling Pillow for Back, Stomach or Side Sleepers","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474692510x664876460446185000,"{'gender': ['female', 'male'], 'age_category': ['25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'housewarmings', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'male', 'adult', 'home and decor', 'comfortable yet stylish', 'practical', 'birthdays', 'anniversaries', 'holidays', 'housewarmings', 'thank you gifts']","['female', 'male']",['25 - 45'],['home and decor'],"['birthdays', 'anniversaries', 'holidays', 'housewarmings', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474692510x664876460446185000
271,271,,"Linenspa 2 Inch Memory Foam Mattress Topper, Gel Infused Queen Mattress Topper, CertiPUR-US Certified",6511e39e8cccaa1964a07cdc,"https://images-na.ssl-images-amazon.com/images/I/81DrMlMF9cL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Linenspa-Infused-Memory-Mattress-Topper/dp/B01MYN9K5B/ref=zg_bs_g_home-garden_sccl_29/132-6973416-4920936?psc=1,"Female , Adult , Comfortable Yet Stylish , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Get Well Soon , Thank You Gifts",59.99,4.5,,"Linenspa 2 Inch Memory Foam Mattress Topper, Gel Infused Queen Mattress Topper, CertiPUR-US Certified","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474693584x452386809026744640,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'adult', 'comfortable yet stylish', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts']",['female'],['25 - 45'],['home and decor'],"['birthdays', 'anniversaries', 'holidays', 'get well soon', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474693584x452386809026744640
272,272,,"Charmin Ultra Gentle Toilet Paper, 36 Mega Rolls = 144 Regular Rolls",6511e39e8cccaa1964a07ce4,"https://images-na.ssl-images-amazon.com/images/I/711TXB+RHIL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Charmin-Ultra-Gentle-Toilet-Paper/dp/B00DOSAMVW/ref=zg_bs_g_industrial_sccl_3/132-6973416-4920936?psc=1,"Female , Adult , Comfortable Yet Stylish , Practical , Home and Decor , Beauty and Self-Care , Birthdays , Anniversaries , Holidays , Appreciation , Get Well Soon , Thank You Gifts",53.94,4.8,,"Charmin Ultra Gentle Toilet Paper, 36 Mega Rolls = 144 Regular Rolls","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474694624x298996697716526600,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['home and decor', 'beauty and self-care'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'adult', 'comfortable yet stylish', 'practical', 'home and decor', 'beauty and self-care', 'birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",['female'],['25 - 45'],"['home and decor', 'beauty and self-care']","['birthdays', 'anniversaries', 'holidays', 'appreciation', 'get well soon', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474694624x298996697716526600
273,273,,"kHelfer Electric Spin Scrubber Kh8 Pro, 2023 New Cordless Shower Scrubber, 4 Replacement Head, 1.5H Bathroom Scrubber Dual Speed, Shower Cleaning Brush with Extension Arm for Bathtub Tile Floor(Blue)",6511e39e8cccaa1964a07d02,"https://images-na.ssl-images-amazon.com/images/I/81Gn94svLKL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/kHelfer-Electric-Scrubber-Replacement-Extension/dp/B0BSDJFC2S/ref=zg_bs_g_industrial_sccl_18/132-6973416-4920936?psc=1,"Female , Adult , Home and Decor , Comfortable Yet Stylish , Practical , Birthdays , Anniversaries , Holidays , Thank You Gifts",57.99,4.4,,"kHelfer Electric Spin Scrubber Kh8 Pro, 2023 New Cordless Shower Scrubber, 4 Replacement Head, 1.5H Bathroom Scrubber Dual Speed, Shower Cleaning Brush with Extension Arm for Bathtub Tile Floor(Blue)","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474695569x607810664190067800,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['female', 'adult', 'home and decor', 'comfortable yet stylish', 'practical', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']",['female'],['25 - 45'],['home and decor'],"['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474695569x607810664190067800
274,274,,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Chicken and Brown Rice 30-lb",6511e39f8cccaa1964a07e02,"https://images-na.ssl-images-amazon.com/images/I/71gUaaYXmjL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Blue-Buffalo-Protection-Formula-Adult/dp/B0009YWKUA/ref=zg_bs_g_pet-supplies_sccl_4/132-6973416-4920936?psc=1,"Pets and Animal Lovers , Adult , Male , Female , Practical , Premium Brands , Comfortable Yet Stylish , Birthdays , Holidays , Appreciation , Thank You Gifts",61.99,4.7,,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Chicken and Brown Rice 30-lb","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474697498x286205480882494300,"{'gender': ['male', 'female'], 'age_category': ['25 - 45'], 'interest': ['pets and animal lovers'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands', 'comfortable yet stylish']}","['pets and animal lovers', 'adult', 'male', 'female', 'practical', 'premium brands', 'comfortable yet stylish', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']",['25 - 45'],['pets and animal lovers'],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['practical', 'premium brands', 'comfortable yet stylish']",1696474697498x286205480882494300
275,275,,Purina Friskies Wet Cat Food Pate Variety Pack Seafood and Chicken Pate Favorites - (40) 5.5 oz. Cans,6511e39f8cccaa1964a07e04,"https://images-na.ssl-images-amazon.com/images/I/81TfTO4f+2L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Purina-Friskies-Seafood-Chicken-Variety/dp/B0777NRJ2N/ref=zg_bs_g_pet-supplies_sccl_5/132-6973416-4920936?psc=1,"Pets and Animal Lovers , Adult , Female , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",52.02,4.6,,Purina Friskies Wet Cat Food Pate Variety Pack Seafood and Chicken Pate Favorites - (40) 5.5 oz. Cans,"Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474698563x693083562287654100,"{'gender': ['female'], 'age_category': ['25 - 45'], 'interest': ['pets and animal lovers'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['pets and animal lovers', 'adult', 'female', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']",['female'],['25 - 45'],['pets and animal lovers'],"['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1696474698563x693083562287654100
276,276,,"Fitbit Inspire 3 Health & Fitness Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)",6511e39f8cccaa1964a07e6c,"https://images-na.ssl-images-amazon.com/images/I/61gFrSlmofL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Fitbit-Management-Intensity-Tracking-Midnight/dp/B0B5F9SZW7/ref=zg_bs_g_sporting-goods_sccl_28/132-6973416-4920936?psc=1,"Female , Young Adult , Fitness and Wellness , Tech and Gadgets , Comfortable Yet Stylish , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",79.98,4.5,,"Fitbit Inspire 3 Health & Fitness Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)","Oct 5, 2023 8:28 am","Oct 5, 2023 8:28 am",,arunlal1008@gmail.com,1696474700813x578258718697241000,"{'gender': ['female'], 'age_category': ['18 - 25'], 'interest': ['fitness and wellness', 'tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish']}","['female', 'young adult', 'fitness and wellness', 'tech and gadgets', 'comfortable yet stylish', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",['female'],['18 - 25'],"['fitness and wellness', 'tech and gadgets']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],['comfortable yet stylish'],1696474700813x578258718697241000
277,277,,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door, Adjustable Thermostat, Refrigerator for Dorm, Office, Bedroom, Black-BR321",6511e39e8cccaa1964a0790a,"https://images-na.ssl-images-amazon.com/images/I/819aOVGM+iL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Upstreman-Adjustable-Thermostat-Refrigerator-Black-BR321/dp/B09RWFZTWW/ref=zg_bs_g_appliances_sccl_5/132-6973416-4920936?psc=1,"Young Adult , Adult , Home and Decor , Practical , Minimalistic , Birthdays , Holidays , Thank You Gifts",139.99,4.5,,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door, Adjustable Thermostat, Refrigerator for Dorm, Office, Bedroom, Black-BR321","Oct 7, 2023 9:48 pm","Oct 7, 2023 9:48 pm",,khannarachel@gmail.com,1696695516795x520844411841446800,"{'gender': [], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['home and decor'], 'occasion': ['birthdays', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'minimalistic']}","['young adult', 'adult', 'home and decor', 'practical', 'minimalistic', 'birthdays', 'holidays', 'thank you gifts']",[],"['18 - 25', '25 - 45']",['home and decor'],"['birthdays', 'holidays', 'thank you gifts']",[],"['practical', 'minimalistic']",1696695516795x520844411841446800
