,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
855,855,839,,random_profile_951,,,,,"['outdoor and nature', 'books and learning', 'fitness and wellness', 'music and entertainment', 'spirituality', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'sports and hobbies']",['chill'],['holidays'],['female'],['45 - 65'],['friend'],,,random_user_55,,,"{'interest': ['outdoor and nature', 'books and learning', 'fitness and wellness', 'music and entertainment', 'spirituality', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'sports and hobbies'], 'style': ['chill'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['friend']}",[],"['1696265543991x556916600533235500', '1695831214095x897278236614363600', '1694623246522x845243131192662700', '1694624185872x877734246480824200']",unq_id-855
856,856,840,,random_profile_742,,,,,"['books and learning', 'arts and crafts', 'social impact and charity', 'spirituality', 'art and culture', 'home and decor', 'music and entertainment', 'outdoor and nature']","['minimalistic', 'practical', 'classic and timeless', 'bougie']",['anniversaries'],['female'],['45 - 65'],['child'],,,random_user_264,,,"{'interest': ['books and learning', 'arts and crafts', 'social impact and charity', 'spirituality', 'art and culture', 'home and decor', 'music and entertainment', 'outdoor and nature'], 'style': ['minimalistic', 'practical', 'classic and timeless', 'bougie'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1696351105169x905659894498306300', '1696351119839x637901933835382100']","['1696351117887x954118323204888200', '1694623744214x335759372182767600']",unq_id-856
857,857,841,,random_profile_859,,,,,"['outdoor and nature', 'food and cooking', 'sports and hobbies', 'books and learning', 'home and decor', 'art and culture', 'beauty and self-care', 'tech and gadgets', 'arts and crafts', 'music and entertainment']",['premium brands'],"[""valentine's day""]",['male'],['18 - 25'],['parent'],,,random_user_115,,,"{'interest': ['outdoor and nature', 'food and cooking', 'sports and hobbies', 'books and learning', 'home and decor', 'art and culture', 'beauty and self-care', 'tech and gadgets', 'arts and crafts', 'music and entertainment'], 'style': ['premium brands'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['parent']}",[],"['1694624872079x759979625854439800', '1695831212091x455614176071984700', '1694623760410x244305069797907680', '1696265496334x599205008865932200']",unq_id-857
858,858,842,,random_profile_154,,,,,"['tech and gadgets', 'fitness and wellness', 'food and cooking', 'travel and adventure', 'home and decor', 'sports and hobbies', 'books and learning', 'spirituality']","['comfortable yet stylish', 'premium brands', 'bougie', 'chill', 'practical', 'minimalistic']",['retirements'],['male'],['18 - 25'],['colleague'],,,random_user_111,,,"{'interest': ['tech and gadgets', 'fitness and wellness', 'food and cooking', 'travel and adventure', 'home and decor', 'sports and hobbies', 'books and learning', 'spirituality'], 'style': ['comfortable yet stylish', 'premium brands', 'bougie', 'chill', 'practical', 'minimalistic'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['colleague']}",[],"['1696474678657x711786333788958500', '1696351131417x518532267880837950', '1694624892249x758515040037756000']",unq_id-858
859,859,843,,random_profile_212,,,,,"['fitness and wellness', 'outdoor and nature', 'spirituality', 'home and decor', 'pets and animal lovers', 'books and learning', 'art and culture', 'social impact and charity', 'travel and adventure', 'beauty and self-care', 'sports and hobbies', 'food and cooking', 'fashion and accessories', 'arts and crafts']","['classic and timeless', 'minimalistic', 'chill', 'premium brands', 'bougie', 'comfortable yet stylish']",['anniversaries'],['male'],['65 +'],['spouse or significant other'],,,random_user_166,,,"{'interest': ['fitness and wellness', 'outdoor and nature', 'spirituality', 'home and decor', 'pets and animal lovers', 'books and learning', 'art and culture', 'social impact and charity', 'travel and adventure', 'beauty and self-care', 'sports and hobbies', 'food and cooking', 'fashion and accessories', 'arts and crafts'], 'style': ['classic and timeless', 'minimalistic', 'chill', 'premium brands', 'bougie', 'comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['spouse or significant other']}",[],"['1696351105169x905659894498306300', '1694624879079x981487986484931500', '1694623759851x510205612768900100', '1696351131417x518532267880837950']",unq_id-859
860,860,844,,random_profile_423,,,,,"['spirituality', 'social impact and charity', 'sports and hobbies', 'tech and gadgets', 'pets and animal lovers', 'fashion and accessories', 'outdoor and nature', 'art and culture', 'food and cooking', 'beauty and self-care', 'travel and adventure', 'home and decor']","['minimalistic', 'premium brands']",['newborns'],['male'],['18 - 25'],['friend'],,,random_user_263,,,"{'interest': ['spirituality', 'social impact and charity', 'sports and hobbies', 'tech and gadgets', 'pets and animal lovers', 'fashion and accessories', 'outdoor and nature', 'art and culture', 'food and cooking', 'beauty and self-care', 'travel and adventure', 'home and decor'], 'style': ['minimalistic', 'premium brands'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],['1695831207158x637178621020857900'],unq_id-860
861,861,845,,random_profile_680,,,,,"['arts and crafts', 'art and culture', 'pets and animal lovers', 'books and learning']","['premium brands', 'minimalistic', 'chill']",['promotions and achievements'],['female'],['18 - 25'],['grand parent'],,,random_user_190,,,"{'interest': ['arts and crafts', 'art and culture', 'pets and animal lovers', 'books and learning'], 'style': ['premium brands', 'minimalistic', 'chill'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],"['1696265560845x411613244597730940', '1694624867340x208100144447579170', '1694624894817x465261372192360400']",unq_id-861
862,862,846,,random_profile_895,,,,,"['social impact and charity', 'pets and animal lovers', 'fitness and wellness', 'travel and adventure', 'beauty and self-care', 'music and entertainment', 'sports and hobbies']","['minimalistic', 'classic and timeless']",['birthdays'],['male'],['25 - 45'],['friend'],,,random_user_114,,,"{'interest': ['social impact and charity', 'pets and animal lovers', 'fitness and wellness', 'travel and adventure', 'beauty and self-care', 'music and entertainment', 'sports and hobbies'], 'style': ['minimalistic', 'classic and timeless'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],"['1695831212896x876049415601754000', '1694624877125x971935041876400500', '1696265563909x633299248895936800']",unq_id-862
863,863,847,,random_profile_690,,,,,['sports and hobbies'],['comfortable yet stylish'],"[""valentine's day""]",['female'],['65 +'],['grand parent'],,,random_user_163,,,"{'interest': ['sports and hobbies'], 'style': ['comfortable yet stylish'], 'occasion': [""valentine's day""], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['grand parent']}",[],"['1696351125642x843505278173781500', '1696265559833x589350409888654200']",unq_id-863
864,864,848,,random_profile_782,,,,,['social impact and charity'],"['classic and timeless', 'bougie', 'practical']",['graduations'],['female'],['12 - 18'],['parent'],,,random_user_53,,,"{'interest': ['social impact and charity'], 'style': ['classic and timeless', 'bougie', 'practical'], 'occasion': ['graduations'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['parent']}",[],"['1696778068073x696558079371313200', '1695831199012x679712269232390000']",unq_id-864
865,865,849,,random_profile_156,,,,,"['arts and crafts', 'social impact and charity', 'spirituality', 'fitness and wellness', 'tech and gadgets', 'home and decor', 'food and cooking', 'music and entertainment', 'art and culture', 'books and learning', 'fashion and accessories', 'sports and hobbies', 'beauty and self-care']","['classic and timeless', 'chill', 'minimalistic', 'premium brands', 'bougie', 'comfortable yet stylish']",['retirements'],['male'],['12 - 18'],['spouse or significant other'],,,random_user_3,,,"{'interest': ['arts and crafts', 'social impact and charity', 'spirituality', 'fitness and wellness', 'tech and gadgets', 'home and decor', 'food and cooking', 'music and entertainment', 'art and culture', 'books and learning', 'fashion and accessories', 'sports and hobbies', 'beauty and self-care'], 'style': ['classic and timeless', 'chill', 'minimalistic', 'premium brands', 'bougie', 'comfortable yet stylish'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['spouse or significant other']}",[],"['1695831207158x637178621020857900', '1695831213240x863924367808470900', '1704448562440x450964426847806140']",unq_id-865
866,866,850,,random_profile_746,,,,,"['travel and adventure', 'pets and animal lovers', 'outdoor and nature', 'tech and gadgets', 'social impact and charity', 'art and culture', 'home and decor', 'spirituality', 'music and entertainment', 'fitness and wellness', 'food and cooking', 'beauty and self-care']","['minimalistic', 'chill', 'comfortable yet stylish']",['holidays'],['male'],['25 - 45'],['grand parent'],,,random_user_268,,,"{'interest': ['travel and adventure', 'pets and animal lovers', 'outdoor and nature', 'tech and gadgets', 'social impact and charity', 'art and culture', 'home and decor', 'spirituality', 'music and entertainment', 'fitness and wellness', 'food and cooking', 'beauty and self-care'], 'style': ['minimalistic', 'chill', 'comfortable yet stylish'], 'occasion': ['holidays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['grand parent']}",[],['1694623758278x192381823351694960'],unq_id-866
867,867,851,,random_profile_61,,,,,"['beauty and self-care', 'spirituality', 'music and entertainment', 'arts and crafts', 'food and cooking', 'fashion and accessories', 'home and decor', 'tech and gadgets', 'outdoor and nature']","['comfortable yet stylish', 'chill', 'bougie', 'classic and timeless', 'minimalistic', 'practical']",['appreciation'],['female'],['65 +'],['colleague'],,,random_user_177,,,"{'interest': ['beauty and self-care', 'spirituality', 'music and entertainment', 'arts and crafts', 'food and cooking', 'fashion and accessories', 'home and decor', 'tech and gadgets', 'outdoor and nature'], 'style': ['comfortable yet stylish', 'chill', 'bougie', 'classic and timeless', 'minimalistic', 'practical'], 'occasion': ['appreciation'], 'gender': ['female'], 'age_category': ['65 +'], 'relationship': ['colleague']}",[],['1694624172817x646059179069280900'],unq_id-867
868,868,852,,random_profile_147,,,,,"['spirituality', 'books and learning', 'music and entertainment', 'fitness and wellness', 'tech and gadgets', 'sports and hobbies', 'travel and adventure', 'arts and crafts', 'art and culture', 'pets and animal lovers', 'beauty and self-care', 'outdoor and nature', 'fashion and accessories', 'food and cooking', 'social impact and charity']","['minimalistic', 'bougie', 'comfortable yet stylish', 'classic and timeless', 'practical']",['apologies'],['female'],['12 - 18'],['child'],,,random_user_129,,,"{'interest': ['spirituality', 'books and learning', 'music and entertainment', 'fitness and wellness', 'tech and gadgets', 'sports and hobbies', 'travel and adventure', 'arts and crafts', 'art and culture', 'pets and animal lovers', 'beauty and self-care', 'outdoor and nature', 'fashion and accessories', 'food and cooking', 'social impact and charity'], 'style': ['minimalistic', 'bougie', 'comfortable yet stylish', 'classic and timeless', 'practical'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1696351105169x905659894498306300']","['1694623758278x192381823351694960', '1695942620412x320545898175664400']",unq_id-868
869,869,853,,random_profile_644,,,,,"['food and cooking', 'tech and gadgets', 'art and culture', 'music and entertainment', 'books and learning', 'beauty and self-care', 'pets and animal lovers', 'outdoor and nature', 'arts and crafts', 'social impact and charity', 'fashion and accessories', 'travel and adventure', 'fitness and wellness']","['classic and timeless', 'chill', 'practical']",['housewarmings'],['female'],['18 - 25'],['spouse or significant other'],,,random_user_173,,,"{'interest': ['food and cooking', 'tech and gadgets', 'art and culture', 'music and entertainment', 'books and learning', 'beauty and self-care', 'pets and animal lovers', 'outdoor and nature', 'arts and crafts', 'social impact and charity', 'fashion and accessories', 'travel and adventure', 'fitness and wellness'], 'style': ['classic and timeless', 'chill', 'practical'], 'occasion': ['housewarmings'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],['1704797744363x466994394782236700'],unq_id-869
870,870,854,,random_profile_926,,,,,"['beauty and self-care', 'fashion and accessories', 'music and entertainment', 'arts and crafts', 'art and culture', 'spirituality', 'outdoor and nature', 'pets and animal lovers', 'fitness and wellness', 'books and learning']","['bougie', 'premium brands', 'practical', 'classic and timeless', 'minimalistic']","[""valentine's day""]",['female'],['18 - 25'],['girlfriend'],,,random_user_78,,,"{'interest': ['beauty and self-care', 'fashion and accessories', 'music and entertainment', 'arts and crafts', 'art and culture', 'spirituality', 'outdoor and nature', 'pets and animal lovers', 'fitness and wellness', 'books and learning'], 'style': ['bougie', 'premium brands', 'practical', 'classic and timeless', 'minimalistic'], 'occasion': [""valentine's day""], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['girlfriend']}",[],"['1696474672437x972109827251508100', '1695942625356x987948487080829400', '1695831201919x939463238120724900', '1694623269472x191074916696782880']",unq_id-870
871,871,855,,random_profile_193,,,,,"['fashion and accessories', 'beauty and self-care', 'books and learning', 'fitness and wellness', 'social impact and charity', 'outdoor and nature', 'music and entertainment', 'home and decor']","['comfortable yet stylish', 'practical', 'premium brands', 'classic and timeless', 'chill', 'bougie']","[""valentine's day""]",['male'],['under 12'],['girlfriend'],,,random_user_221,,,"{'interest': ['fashion and accessories', 'beauty and self-care', 'books and learning', 'fitness and wellness', 'social impact and charity', 'outdoor and nature', 'music and entertainment', 'home and decor'], 'style': ['comfortable yet stylish', 'practical', 'premium brands', 'classic and timeless', 'chill', 'bougie'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['girlfriend']}",[],"['1694624889422x254650863699015680', '1696351112862x714305614840830200', '1694624884174x613995213977689900', '1695836054837x409777276932312900']",unq_id-871
872,872,856,,random_profile_182,,,,,"['outdoor and nature', 'music and entertainment', 'art and culture', 'arts and crafts', 'travel and adventure', 'sports and hobbies', 'books and learning', 'beauty and self-care', 'social impact and charity']","['minimalistic', 'premium brands', 'practical', 'comfortable yet stylish', 'bougie', 'chill']",['newborns'],['male'],['65 +'],['girlfriend'],,,random_user_138,,,"{'interest': ['outdoor and nature', 'music and entertainment', 'art and culture', 'arts and crafts', 'travel and adventure', 'sports and hobbies', 'books and learning', 'beauty and self-care', 'social impact and charity'], 'style': ['minimalistic', 'premium brands', 'practical', 'comfortable yet stylish', 'bougie', 'chill'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['girlfriend']}",[],"['1694623243081x559101251033145040', '1694624881086x633000314199264400', '1695942614414x891099131138326900']",unq_id-872
873,873,857,,random_profile_809,,,,,"['art and culture', 'spirituality', 'sports and hobbies', 'beauty and self-care', 'travel and adventure']",['premium brands'],['birthdays'],['female'],['25 - 45'],['girlfriend'],,,random_user_8,,,"{'interest': ['art and culture', 'spirituality', 'sports and hobbies', 'beauty and self-care', 'travel and adventure'], 'style': ['premium brands'], 'occasion': ['birthdays'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['girlfriend']}",[],"['1695831217888x961296328275531500', '1694624171991x961001211226920400', '1694623738492x572974849673625100']",unq_id-873
874,874,858,,random_profile_293,,,,,"['social impact and charity', 'tech and gadgets', 'home and decor', 'music and entertainment', 'art and culture', 'beauty and self-care', 'travel and adventure', 'outdoor and nature', 'books and learning', 'sports and hobbies', 'food and cooking', 'fitness and wellness', 'arts and crafts', 'pets and animal lovers']","['bougie', 'comfortable yet stylish', 'minimalistic', 'practical']",['apologies'],['female'],['25 - 45'],['colleague'],,,random_user_70,,,"{'interest': ['social impact and charity', 'tech and gadgets', 'home and decor', 'music and entertainment', 'art and culture', 'beauty and self-care', 'travel and adventure', 'outdoor and nature', 'books and learning', 'sports and hobbies', 'food and cooking', 'fitness and wellness', 'arts and crafts', 'pets and animal lovers'], 'style': ['bougie', 'comfortable yet stylish', 'minimalistic', 'practical'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['colleague']}",[],"['1704715930006x762063400405827600', '1694637137741x566630654002517900']",unq_id-874
875,875,859,,random_profile_363,,,,,"['fitness and wellness', 'art and culture', 'home and decor', 'sports and hobbies', 'beauty and self-care', 'social impact and charity', 'food and cooking', 'arts and crafts', 'spirituality', 'music and entertainment', 'travel and adventure', 'outdoor and nature', 'tech and gadgets', 'pets and animal lovers', 'fashion and accessories']","['chill', 'premium brands', 'practical', 'bougie']",['weddings'],['female'],['45 - 65'],['colleague'],,,random_user_290,,,"{'interest': ['fitness and wellness', 'art and culture', 'home and decor', 'sports and hobbies', 'beauty and self-care', 'social impact and charity', 'food and cooking', 'arts and crafts', 'spirituality', 'music and entertainment', 'travel and adventure', 'outdoor and nature', 'tech and gadgets', 'pets and animal lovers', 'fashion and accessories'], 'style': ['chill', 'premium brands', 'practical', 'bougie'], 'occasion': ['weddings'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['colleague']}",[],['1700977815257x280790147125984830'],unq_id-875
876,876,860,,random_profile_974,,,,,"['spirituality', 'sports and hobbies', 'fitness and wellness', 'art and culture', 'social impact and charity', 'tech and gadgets', 'travel and adventure', 'books and learning', 'beauty and self-care', 'home and decor', 'music and entertainment', 'pets and animal lovers', 'food and cooking', 'outdoor and nature']","['practical', 'premium brands', 'minimalistic']",['apologies'],['female'],['18 - 25'],['parent'],,,random_user_260,,,"{'interest': ['spirituality', 'sports and hobbies', 'fitness and wellness', 'art and culture', 'social impact and charity', 'tech and gadgets', 'travel and adventure', 'books and learning', 'beauty and self-care', 'home and decor', 'music and entertainment', 'pets and animal lovers', 'food and cooking', 'outdoor and nature'], 'style': ['practical', 'premium brands', 'minimalistic'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['parent']}",[],['1704448554434x320803539314943740'],unq_id-876
877,877,861,,random_profile_913,,,,,"['home and decor', 'arts and crafts', 'sports and hobbies', 'social impact and charity', 'travel and adventure', 'fitness and wellness', 'outdoor and nature', 'food and cooking', 'spirituality', 'music and entertainment', 'pets and animal lovers', 'tech and gadgets', 'beauty and self-care']","['classic and timeless', 'chill', 'bougie', 'premium brands', 'practical']","[""valentine's day""]",['male'],['25 - 45'],['parent'],,,random_user_203,,,"{'interest': ['home and decor', 'arts and crafts', 'sports and hobbies', 'social impact and charity', 'travel and adventure', 'fitness and wellness', 'outdoor and nature', 'food and cooking', 'spirituality', 'music and entertainment', 'pets and animal lovers', 'tech and gadgets', 'beauty and self-care'], 'style': ['classic and timeless', 'chill', 'bougie', 'premium brands', 'practical'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['parent']}",[],"['1704718258093x674974750340791300', '1694623741256x448623241962008640', '1704797200187x350678309094555650', '1696695516795x520844411841446800']",unq_id-877
878,878,862,,random_profile_45,,,,,"['spirituality', 'fitness and wellness', 'beauty and self-care', 'food and cooking', 'travel and adventure', 'sports and hobbies', 'outdoor and nature']","['comfortable yet stylish', 'minimalistic', 'chill', 'bougie']",['anniversaries'],['male'],['65 +'],['girlfriend'],,,random_user_11,,,"{'interest': ['spirituality', 'fitness and wellness', 'beauty and self-care', 'food and cooking', 'travel and adventure', 'sports and hobbies', 'outdoor and nature'], 'style': ['comfortable yet stylish', 'minimalistic', 'chill', 'bougie'], 'occasion': ['anniversaries'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['girlfriend']}",[],"['1695831212896x876049415601754000', '1704720517464x408093444787929100', '1695831227958x813604938335412500', '1695836031337x217863097764540600']",unq_id-878
879,879,863,,random_profile_223,,,,,"['arts and crafts', 'food and cooking', 'pets and animal lovers', 'books and learning', 'tech and gadgets', 'home and decor', 'beauty and self-care', 'fashion and accessories', 'art and culture', 'fitness and wellness']","['classic and timeless', 'practical']",['get well soon'],['female'],['25 - 45'],['friend'],,,random_user_70,,,"{'interest': ['arts and crafts', 'food and cooking', 'pets and animal lovers', 'books and learning', 'tech and gadgets', 'home and decor', 'beauty and self-care', 'fashion and accessories', 'art and culture', 'fitness and wellness'], 'style': ['classic and timeless', 'practical'], 'occasion': ['get well soon'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],"['1696351108866x532750460391852700', '1694624874075x859500116131474200', '1704448560412x797581528260723100']",unq_id-879
880,880,864,,random_profile_569,,,,,"['books and learning', 'food and cooking', 'outdoor and nature', 'spirituality', 'fitness and wellness', 'art and culture', 'music and entertainment', 'pets and animal lovers', 'fashion and accessories']",['practical'],"[""valentine's day""]",['male'],['25 - 45'],['colleague'],,,random_user_194,,,"{'interest': ['books and learning', 'food and cooking', 'outdoor and nature', 'spirituality', 'fitness and wellness', 'art and culture', 'music and entertainment', 'pets and animal lovers', 'fashion and accessories'], 'style': ['practical'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['colleague']}",[],"['1704448566358x164775220563958980', '1694623270313x928014237478586900', '1694620674623x550682125616425800', '1701096857495x571192731507688200']",unq_id-880
881,881,865,,random_profile_732,,,,,"['art and culture', 'outdoor and nature', 'home and decor', 'pets and animal lovers', 'fashion and accessories', 'food and cooking', 'social impact and charity', 'tech and gadgets', 'fitness and wellness', 'travel and adventure', 'sports and hobbies', 'spirituality']","['premium brands', 'classic and timeless', 'bougie', 'practical', 'minimalistic']",['promotions and achievements'],['male'],['45 - 65'],['spouse or significant other'],,,random_user_143,,,"{'interest': ['art and culture', 'outdoor and nature', 'home and decor', 'pets and animal lovers', 'fashion and accessories', 'food and cooking', 'social impact and charity', 'tech and gadgets', 'fitness and wellness', 'travel and adventure', 'sports and hobbies', 'spirituality'], 'style': ['premium brands', 'classic and timeless', 'bougie', 'practical', 'minimalistic'], 'occasion': ['promotions and achievements'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['spouse or significant other']}",[],"['1694623250463x734250124896653000', '1694624878110x414277284028574640', '1696265551637x268348827307820740', '1696474673451x284908406278138620']",unq_id-881
882,882,866,,random_profile_527,,,,,"['home and decor', 'fitness and wellness', 'food and cooking']","['premium brands', 'chill', 'practical', 'minimalistic', 'comfortable yet stylish']",['promotions and achievements'],['male'],['45 - 65'],['spouse or significant other'],,,random_user_158,,,"{'interest': ['home and decor', 'fitness and wellness', 'food and cooking'], 'style': ['premium brands', 'chill', 'practical', 'minimalistic', 'comfortable yet stylish'], 'occasion': ['promotions and achievements'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['spouse or significant other']}",[],"['1694623261334x954803195586399100', '1695831212091x455614176071984700']",unq_id-882
883,883,867,,random_profile_897,,,,,['food and cooking'],"['comfortable yet stylish', 'chill', 'minimalistic', 'premium brands', 'bougie', 'practical']",['retirements'],['male'],['under 12'],['grand parent'],,,random_user_95,,,"{'interest': ['food and cooking'], 'style': ['comfortable yet stylish', 'chill', 'minimalistic', 'premium brands', 'bougie', 'practical'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['grand parent']}",[],"['1695942609422x808413214044237700', '1704448567430x474151443219400500']",unq_id-883
884,884,868,,random_profile_349,,,,,"['books and learning', 'food and cooking', 'social impact and charity', 'home and decor', 'fashion and accessories', 'tech and gadgets', 'outdoor and nature', 'spirituality', 'travel and adventure', 'music and entertainment', 'art and culture', 'fitness and wellness', 'sports and hobbies']","['bougie', 'comfortable yet stylish', 'premium brands', 'practical']",['birthdays'],['female'],['18 - 25'],['spouse or significant other'],,,random_user_261,,,"{'interest': ['books and learning', 'food and cooking', 'social impact and charity', 'home and decor', 'fashion and accessories', 'tech and gadgets', 'outdoor and nature', 'spirituality', 'travel and adventure', 'music and entertainment', 'art and culture', 'fitness and wellness', 'sports and hobbies'], 'style': ['bougie', 'comfortable yet stylish', 'premium brands', 'practical'], 'occasion': ['birthdays'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['spouse or significant other']}",[],"['1696351127963x690438953407710200', '1695942605389x873060492437519900']",unq_id-884
885,885,869,,random_profile_337,,,,,"['music and entertainment', 'food and cooking', 'spirituality', 'books and learning', 'travel and adventure', 'outdoor and nature', 'fashion and accessories', 'tech and gadgets', 'fitness and wellness']","['chill', 'premium brands']",['birthdays'],['male'],['under 12'],['colleague'],,,random_user_123,,,"{'interest': ['music and entertainment', 'food and cooking', 'spirituality', 'books and learning', 'travel and adventure', 'outdoor and nature', 'fashion and accessories', 'tech and gadgets', 'fitness and wellness'], 'style': ['chill', 'premium brands'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['colleague']}",[],"['1696265561735x795128867961741800', '1695831221194x796684583974607400', '1694624161786x357360476901912060', '1695942602446x422012243339750660']",unq_id-885
886,886,870,,random_profile_493,,,,,"['travel and adventure', 'beauty and self-care', 'sports and hobbies', 'tech and gadgets', 'art and culture', 'home and decor', 'books and learning', 'social impact and charity', 'arts and crafts', 'music and entertainment']","['practical', 'chill', 'bougie', 'classic and timeless', 'minimalistic', 'comfortable yet stylish']",['anniversaries'],['female'],['18 - 25'],['friend'],,,random_user_97,,,"{'interest': ['travel and adventure', 'beauty and self-care', 'sports and hobbies', 'tech and gadgets', 'art and culture', 'home and decor', 'books and learning', 'social impact and charity', 'arts and crafts', 'music and entertainment'], 'style': ['practical', 'chill', 'bougie', 'classic and timeless', 'minimalistic', 'comfortable yet stylish'], 'occasion': ['anniversaries'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1696695523274x899756537142673300', '1695831205015x619121392443113000', '1694624882159x137521757895970430']",unq_id-886
887,887,871,,random_profile_210,,,,,"['sports and hobbies', 'music and entertainment']","['practical', 'chill', 'bougie', 'minimalistic', 'classic and timeless']",['birthdays'],['male'],['25 - 45'],['child'],,,random_user_62,,,"{'interest': ['sports and hobbies', 'music and entertainment'], 'style': ['practical', 'chill', 'bougie', 'minimalistic', 'classic and timeless'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1694623246522x845243131192662700', '1694624889422x254650863699015680', '1695942607494x101333340793251950', '1696351105169x905659894498306300', '1696351117887x954118323204888200', '1696351119839x637901933835382100', '1696351132083x422197241836054660']",['1696265566782x519965294085110100'],unq_id-887
888,888,872,,random_profile_552,,,,,"['outdoor and nature', 'fashion and accessories', 'art and culture', 'spirituality', 'social impact and charity', 'music and entertainment', 'arts and crafts', 'tech and gadgets', 'beauty and self-care', 'books and learning', 'food and cooking', 'travel and adventure', 'fitness and wellness']","['comfortable yet stylish', 'chill', 'practical', 'premium brands']",['get well soon'],['male'],['45 - 65'],['child'],,,random_user_225,,,"{'interest': ['outdoor and nature', 'fashion and accessories', 'art and culture', 'spirituality', 'social impact and charity', 'music and entertainment', 'arts and crafts', 'tech and gadgets', 'beauty and self-care', 'books and learning', 'food and cooking', 'travel and adventure', 'fitness and wellness'], 'style': ['comfortable yet stylish', 'chill', 'practical', 'premium brands'], 'occasion': ['get well soon'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['child']}",[],"['1696265568959x799696197241046800', '1694623271625x818520869051601700', '1696265544791x893724028251703400']",unq_id-888
889,889,873,,random_profile_22,,,,,"['beauty and self-care', 'outdoor and nature', 'home and decor', 'arts and crafts', 'travel and adventure', 'sports and hobbies', 'social impact and charity', 'art and culture', 'food and cooking', 'books and learning', 'pets and animal lovers', 'spirituality', 'music and entertainment']","['premium brands', 'comfortable yet stylish', 'minimalistic']",['housewarmings'],['female'],['12 - 18'],['spouse or significant other'],,,random_user_21,,,"{'interest': ['beauty and self-care', 'outdoor and nature', 'home and decor', 'arts and crafts', 'travel and adventure', 'sports and hobbies', 'social impact and charity', 'art and culture', 'food and cooking', 'books and learning', 'pets and animal lovers', 'spirituality', 'music and entertainment'], 'style': ['premium brands', 'comfortable yet stylish', 'minimalistic'], 'occasion': ['housewarmings'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['spouse or significant other']}",[],['1694623760410x244305069797907680'],unq_id-889
